takilman,"	takilmen
"
chlorthalidone,"	chlorthalidones
"
maildrop,"	maildrops
"
allotropy,"	allotropies
"
virulency,"	virulencies
"
blotchy,"	blotchies
"
zeeman,"	zeemen
"
craftily,"	craftilies
"
succubus,"	succubi
"
amenity,"	amenities
"
snootiness,"	snootinesses
"
dispensability,"	dispensabilities
"
rabbiteye,"	rabbiteyes
"
diaphoresis,"	diaphoreses
"
hyperkalemia,"	hyperkalemias
"
savourlessness,"	savourlessnesses
"
haunch,"	haunches
"
hirudo,"	hirudoes
"
tearless,"	tearlesses
"
loneliness,"	lonelinesses
"
adherence,"	adherences
"
pointedness,"	pointednesses
"
raiser,"	raisers
"
acquisitiveness,"	acquisitivenesses
"
circumlocution,"	circumlocutions
"
sioux,"	siouxes
"
involuntariness,"	involuntarinesses
"
soupfin,"	soupfins
"
lordosis,"	lordoses
"
speedy,"	speedies
"
cockchafer,"	cockchafers
"
variety,"	varieties
"
livery,"	liveries
"
cuckold,"	cuckolds
"
bladdery,"	bladderies
"
internationalization,"	internationalizations
"
verdancy,"	verdancies
"
elder,"	elders
"
luxe,"	luxes
"
scraunch,"	scraunches
"
cycas,"	cycass
"
offenbach,"	offenbaches
"
cutlery,"	cutleries
"
monophony,"	monophonies
"
inquiry,"	inquiries
"
derecognise,"	derecognises
"
catalase,"	catalases
"
creature,"	creatures
"
sexuality,"	sexualities
"
homeostasis,"	homeostases
"
probation,"	probations
"
ploceus,"	ploceuss
"
del,"	dels
"
sempiternity,"	sempiternities
"
rigorousness,"	rigorousnesses
"
roi,"	rois
"
biotech,"	bioteches
"
formalism,"	formalisms
"
craggy,"	craggies
"
patrimony,"	patrimonies
"
avitaminosis,"	avitaminoses
"
bilberry,"	bilberries
"
indubitability,"	indubitabilities
"
pansy,"	pansies
"
squelch,"	squelches
"
threepenny,"	threepennies
"
fraternity,"	fraternities
"
shirty,"	shirties
"
mawkishness,"	mawkishnesses
"
gravid,"	gravids
"
glide,"	glides
"
crassness,"	crassnesses
"
routemarch,"	routemarches
"
lightlessness,"	lightlessnesses
"
aweless,"	awelesses
"
pretentiousness,"	pretentiousnesses
"
paleomammalogy,"	paleomammalogies
"
stumpy,"	stumpies
"
grotesquerie,"	grotesqueries
"
harsh,"	harshes
"
rile,"	riles
"
peasantry,"	peasantries
"
prebon,"	prebons
"
html,"	htmls
"
poon,"	poons
"
mundanity,"	mundanities
"
liposarcoma,"	liposarcomas
"
casteless,"	castelesses
"
midvein,"	midveins
"
embitterment,"	embitterments
"
chivalry,"	chivalries
"
buckler,"	bucklers
"
supervisory,"	supervisories
"
anopheline,"	anophelines
"
maximization,"	maximizations
"
titmouse,"	titmice
"
salty,"	salties
"
harmonizer,"	harmonizers
"
cassiope,"	cassiopes
"
wetness,"	wetnesses
"
brunch,"	brunches
"
hypothecate,"	hypothecates
"
farkleberry,"	farkleberries
"
synthesize,"	synthesizes
"
bulgy,"	bulgies
"
looney,"	looneys
"
spicule,"	spicules
"
pellagra,"	pellagras
"
powder,"	powders
"
literacy,"	literacies
"
formless,"	formlesses
"
diverticulosis,"	diverticuloses
"
switch,"	switches
"
objectiveness,"	objectivenesses
"
solidity,"	solidities
"
silverpoint,"	silverpoints
"
hoecake,"	hoecakes
"
biofeedback,"	biofeedbacks
"
tsine,"	tsines
"
zovirax,"	zoviraxes
"
eritrea,"	eritreas
"
haploidy,"	haploidies
"
frigidness,"	frigidnesses
"
farsightedness,"	farsightednesses
"
fibrosity,"	fibrosities
"
disingenuousness,"	disingenuousnesses
"
paleornithology,"	paleornithologies
"
phycology,"	phycologies
"
morality,"	moralities
"
sleaziness,"	sleazinesses
"
sarcoidosis,"	sarcoidoses
"
delonix,"	delonixes
"
spectrum,"	spectra
"
lastex,"	lastexes
"
battery,"	batteries
"
flippancy,"	flippancies
"
twitch,"	twitches
"
registry,"	registries
"
sissiness,"	sissinesses
"
glycogen,"	glycogens
"
gui,"	guis
"
capability,"	capabilities
"
tsh,"	tshes
"
compress,"	compresses
"
festoonery,"	festooneries
"
agrobiology,"	agrobiologies
"
sociality,"	socialities
"
fuzee,"	fuzees
"
brother,"	brethren
"
meuse,"	meuses
"
suva,"	suvas
"
spizella,"	spizellas
"
ounce,"	ounces
"
rucksack,"	rucksacks
"
anchorperson,"	anchorpeople
"
fibreglass,"	fibreglasses
"
zoanthropy,"	zoanthropies
"
matchbox,"	matchboxes
"
sumo,"	sumoes
"
cystolith,"	cystoliths
"
repulsiveness,"	repulsivenesses
"
encompass,"	encompasses
"
gale,"	gales
"
fitness,"	fitnesses
"
gonioscopy,"	gonioscopies
"
weightlessness,"	weightlessnesses
"
steadiness,"	steadinesses
"
advisory,"	advisories
"
hailstone,"	hailstones
"
polybotrya,"	polybotryas
"
offload,"	offloads
"
technicality,"	technicalities
"
applicatory,"	applicatories
"
sourpuss,"	sourpusses
"
rosewood,"	rosewoods
"
stochasticity,"	stochasticities
"
champion,"	champions
"
daishiki,"	daishikis
"
destitution,"	destitutions
"
uranology,"	uranologies
"
juiceless,"	juicelesses
"
substitutability,"	substitutabilities
"
indistinctness,"	indistinctnesses
"
aberrancy,"	aberrancies
"
aquiline,"	aquilines
"
syllepsis,"	syllepses
"
hyperhidrosis,"	hyperhidroses
"
furiousness,"	furiousnesses
"
scrappiness,"	scrappinesses
"
skybox,"	skyboxes
"
achievability,"	achievabilities
"
vagile,"	vagiles
"
dichromacy,"	dichromacies
"
laterality,"	lateralities
"
brilliancy,"	brilliancies
"
shiftlessness,"	shiftlessnesses
"
womanliness,"	womanlinesses
"
lovingness,"	lovingnesses
"
psychology,"	psychologies
"
bluegrass,"	bluegrasses
"
petulant,"	petulants
"
tamandu,"	tamandus
"
chromatography,"	chromatographies
"
bloomsbury,"	bloomsburies
"
paleoclimatology,"	paleoclimatologies
"
intractableness,"	intractablenesses
"
roomy,"	roomies
"
polymyositis,"	polymyositis
"
concert,"	concerts
"
breakableness,"	breakablenesses
"
sh,"	shes
"
acaridiasis,"	acaridiases
"
reservedness,"	reservednesses
"
caddy,"	caddies
"
crabgrass,"	crabgrasses
"
sculptress,"	sculptresses
"
rachischisis,"	rachischises
"
purity,"	purities
"
cystocele,"	cystoceles
"
latinise,"	latinises
"
dragonfly,"	dragonflies
"
serger,"	sergers
"
attacker,"	attackers
"
cleistogamy,"	cleistogamies
"
kanchil,"	kanchils
"
softheartedness,"	softheartednesses
"
primula,"	primulas
"
electrosurgery,"	electrosurgeries
"
infielder,"	infielders
"
acidimetry,"	acidimetries
"
restiveness,"	restivenesses
"
craft,"	crafts
"
ancestry,"	ancestries
"
goody,"	goodies
"
mucosa,"	mucosas
"
pteropus,"	pteropera
"
slanginess,"	slanginesses
"
elasticity,"	elasticities
"
drumbeater,"	drumbeaters
"
supernaturalness,"	supernaturalnesses
"
longevity,"	longevities
"
splenomegaly,"	splenomegalies
"
passionlessness,"	passionlessnesses
"
shadowiness,"	shadowinesses
"
stiffener,"	stiffeners
"
spermatid,"	spermatids
"
soman,"	somen
"
jitteriness,"	jitterinesses
"
stigma,"	stigmata
"
gadidae,"	gadidaes
"
glorify,"	glorifies
"
southernism,"	southernisms
"
capaciousness,"	capaciousnesses
"
panax,"	panaxes
"
capillarity,"	capillarities
"
tartlet,"	tartlets
"
mucopolysaccharidosis,"	mucopolysaccharidoses
"
hegemony,"	hegemonies
"
astringency,"	astringencies
"
candidacy,"	candidacies
"
splodge,"	splodges
"
stratocracy,"	stratocracies
"
clxx,"	clxxes
"
mayoress,"	mayoresses
"
fury,"	furies
"
july,"	julies
"
hibiscus,"	hibiscuss
"
movableness,"	movablenesses
"
arteriography,"	arteriographies
"
reciprocity,"	reciprocities
"
hydraulicly,"	hydrauliclies
"
erythroblastosis,"	erythroblastoses
"
palaeology,"	palaeologies
"
brainwash,"	brainwashes
"
croup,"	croups
"
cytophotometry,"	cytophotometries
"
spermatogenesis,"	spermatogeneses
"
shyness,"	shynesses
"
hazardousness,"	hazardousnesses
"
typhoon,"	typhoons
"
techy,"	techies
"
douglass,"	douglasses
"
manageability,"	manageabilities
"
jagghery,"	jaggheries
"
shameless,"	shamelesses
"
sickness,"	sicknesses
"
rainfly,"	rainflies
"
subserviency,"	subserviencies
"
sprint,"	sprints
"
twirl,"	twirls
"
mysis,"	myses
"
wery,"	weries
"
commix,"	commixes
"
uninsurability,"	uninsurabilities
"
efficacy,"	efficacies
"
lewdness,"	lewdnesses
"
lossless,"	losslesses
"
kinky,"	kinkies
"
relaxer,"	relaxers
"
havana,"	havanas
"
goldfish,"	goldfish
"
mutiny,"	mutinies
"
tumefaction,"	tumefactions
"
calcedony,"	calcedonies
"
chinchilla,"	chinchillas
"
garanti,"	garantis
"
greensickness,"	greensicknesses
"
sinless,"	sinlesses
"
bumpiness,"	bumpinesses
"
mundaneness,"	mundanenesses
"
brimfull,"	brimfulls
"
chinaberry,"	chinaberries
"
piscatory,"	piscatories
"
kainogenesis,"	kainogeneses
"
boozy,"	boozies
"
concision,"	concisions
"
orology,"	orologies
"
xanthomatosis,"	xanthomatoses
"
verticalness,"	verticalnesses
"
priceless,"	pricelesses
"
parapraxis,"	parapraxes
"
futurology,"	futurologies
"
repression,"	repressions
"
cheatgrass,"	cheatgrasses
"
item,"	items
"
ataraxis,"	ataraxes
"
ponderousness,"	ponderousnesses
"
stiffness,"	stiffnesses
"
briar,"	briars
"
purine,"	purines
"
sundry,"	sundries
"
pillory,"	pillories
"
tradesman,"	tradesmen
"
liquidiser,"	liquidisers
"
limnology,"	limnologies
"
pigheadedness,"	pigheadednesses
"
fairness,"	fairnesses
"
mediateness,"	mediatenesses
"
emesis,"	emeses
"
hieroglyph,"	hieroglyphs
"
valvotomy,"	valvotomies
"
minority,"	minorities
"
gustatory,"	gustatories
"
mullidae,"	mullidaes
"
dieresis,"	diereses
"
unsuitability,"	unsuitabilities
"
epizoon,"	epizoa
"
tawny,"	tawnies
"
outspokenness,"	outspokennesses
"
footer,"	footers
"
amphibology,"	amphibologies
"
fidelity,"	fidelities
"
abdominousness,"	abdominousnesses
"
suppleness,"	supplenesses
"
intumescency,"	intumescencies
"
dreissena,"	dreissenas
"
porthole,"	portholes
"
hodeida,"	hodeidas
"
muss,"	musses
"
imposture,"	impostures
"
parch,"	parches
"
petaurista,"	petauristas
"
archaeology,"	archaeologies
"
manson,"	mansons
"
boatman,"	boatmen
"
disport,"	disports
"
entelechy,"	entelechies
"
hoax,"	hoaxes
"
omphaloskepsis,"	omphaloskepses
"
garbage,"	garbage
"
semitransparency,"	semitransparencies
"
passenger,"	passengers
"
lacrimatory,"	lacrimatories
"
cracksman,"	cracksmen
"
phlebectomy,"	phlebectomies
"
plausibleness,"	plausiblenesses
"
magenta,"	magentas
"
centavo,"	centavoes
"
albatross,"	albatrosses
"
potty,"	potties
"
dextrorotatory,"	dextrorotatories
"
slumgullion,"	slumgullions
"
portfolio,"	portfolios
"
pomposity,"	pomposities
"
neva,"	nevas
"
toughness,"	toughnesses
"
tendency,"	tendencies
"
kinross,"	kinrosses
"
leishmaniasis,"	leishmaniases
"
paraphrasis,"	paraphrases
"
agamogenesis,"	agamogeneses
"
serviceability,"	serviceabilities
"
dematerialise,"	dematerialises
"
inconsiderateness,"	inconsideratenesses
"
implausibility,"	implausibilities
"
counterplan,"	counterplans
"
concurrence,"	concurrences
"
fasciolopsis,"	fasciolopses
"
uneasiness,"	uneasinesses
"
cryptorchidy,"	cryptorchidies
"
actinomycosis,"	actinomycoses
"
incivility,"	incivilities
"
quadruplex,"	quadruplexes
"
thermogravimetry,"	thermogravimetries
"
synergy,"	synergies
"
preakness,"	preaknesses
"
unhelpfulness,"	unhelpfulnesses
"
egress,"	egresses
"
depilatory,"	depilatories
"
metrify,"	metrifies
"
prophetess,"	prophetesses
"
milky,"	milkies
"
inflation,"	inflations
"
cyberart,"	cyberarts
"
palaeontology,"	palaeontologies
"
larix,"	larixes
"
pellet,"	pellets
"
bialystoker,"	bialystokers
"
exploitatory,"	exploitatories
"
fluency,"	fluencies
"
viability,"	viabilities
"
exactness,"	exactnesses
"
petrarch,"	petrarches
"
vibrissa,"	vibrissas
"
vitalist,"	vitalists
"
trad,"	trads
"
inconspicuousness,"	inconspicuousnesses
"
hare,"	hares
"
threshold,"	thresholds
"
arborolatry,"	arborolatries
"
aridity,"	aridities
"
madrona,"	madronas
"
subsidy,"	subsidies
"
artificialness,"	artificialnesses
"
coltsfoot,"	coltsfeet
"
coldness,"	coldnesses
"
contumacy,"	contumacies
"
canine,"	canines
"
nativity,"	nativities
"
history,"	histories
"
deity,"	deities
"
howdy,"	howdies
"
downheartedness,"	downheartednesses
"
expansivity,"	expansivities
"
accompany,"	accompanies
"
irregularity,"	irregularities
"
abstinent,"	abstinents
"
crutch,"	crutches
"
implicitness,"	implicitnesses
"
wiz,"	wizs
"
soakage,"	soakages
"
geography,"	geographies
"
preachify,"	preachifies
"
exquisiteness,"	exquisitenesses
"
spiccato,"	spiccatoes
"
prosthesis,"	prostheses
"
scientology,"	scientologies
"
phagocytosis,"	phagocytoses
"
timework,"	timeworks
"
cuckoldry,"	cuckoldries
"
megilp,"	megilps
"
newsworthiness,"	newsworthinesses
"
beebalm,"	beebalms
"
workbench,"	workbenches
"
radiochemistry,"	radiochemistries
"
baikal,"	baikals
"
coss,"	cosses
"
bulginess,"	bulginesses
"
petticoat,"	petticoats
"
sexpot,"	sexpots
"
benignant,"	benignants
"
braun,"	brauns
"
iconolatry,"	iconolatries
"
gond,"	gonds
"
prowess,"	prowesses
"
ramify,"	ramifies
"
sand,"	sand
"
transistorise,"	transistorises
"
waxy,"	waxies
"
solvability,"	solvabilities
"
zymolysis,"	zymolyses
"
quamash,"	quamashes
"
peahen,"	peahens
"
linesman,"	linesmen
"
predestine,"	predestines
"
hesperus,"	hesperuss
"
dutchman,"	dutchmen
"
madman,"	madmen
"
pipewort,"	pipeworts
"
electrotherapy,"	electrotherapies
"
splash,"	splashes
"
senatorship,"	senatorships
"
itchiness,"	itchinesses
"
courageousness,"	courageousnesses
"
reporter,"	reporters
"
clergyman,"	clergymen
"
enterotomy,"	enterotomies
"
gipsywort,"	gipsyworts
"
slovenliness,"	slovenlinesses
"
moniliasis,"	moniliases
"
improperness,"	impropernesses
"
rice,"	rice
"
deixis,"	deixes
"
gujarati,"	gujaratis
"
epigenesis,"	epigeneses
"
bedew,"	bedews
"
dilatoriness,"	dilatorinesses
"
nonconformity,"	nonconformities
"
atherosclerosis,"	atheroscleroses
"
artlessness,"	artlessnesses
"
porosity,"	porosities
"
manteodea,"	manteodeas
"
misanthropy,"	misanthropies
"
carbuncular,"	carbunculars
"
christless,"	christlesses
"
edentata,"	edentatas
"
keyless,"	keylesses
"
toilsomeness,"	toilsomenesses
"
immunoelectrophoresis,"	immunoelectrophoreses
"
rotundness,"	rotundnesses
"
hemochromatosis,"	hemochromatoses
"
repertory,"	repertories
"
tayassu,"	tayassus
"
topdress,"	topdresses
"
gawkiness,"	gawkinesses
"
fetometry,"	fetometries
"
footman,"	footmen
"
pickax,"	pickaxes
"
triplex,"	triplexes
"
fenland,"	fenlands
"
germany,"	germanies
"
sereneness,"	serenenesses
"
cadaverine,"	cadaverines
"
megacardia,"	megacardias
"
theogony,"	theogonies
"
precariousness,"	precariousnesses
"
cadency,"	cadencies
"
alloantibody,"	alloantibodies
"
criminalness,"	criminalnesses
"
gilman,"	gilmen
"
mourner,"	mourners
"
fundus,"	funduss
"
amongst,"	amongsts
"
whitman,"	whitmen
"
sceloglaux,"	sceloglauxes
"
deng,"	dengs
"
glitch,"	glitches
"
counterfactuality,"	counterfactualities
"
elsass,"	elsasses
"
polyploidy,"	polyploidies
"
feeblemindedness,"	feeblemindednesses
"
tepidity,"	tepidities
"
isinglass,"	isinglasses
"
probity,"	probities
"
congealment,"	congealments
"
shade,"	shades
"
fuzziness,"	fuzzinesses
"
cationic,"	cationics
"
acidity,"	acidities
"
disproportion,"	disproportions
"
parafovea,"	parafoveas
"
biochemistry,"	biochemistries
"
intransitiveness,"	intransitivenesses
"
cytidine,"	cytidines
"
iliad,"	iliads
"
menura,"	menuras
"
invitatory,"	invitatories
"
blunderer,"	blunderers
"
vacuum,"	vacua
"
millionaire,"	millionaires
"
sagaciousness,"	sagaciousnesses
"
glutamine,"	glutamines
"
microseism,"	microseisms
"
speciousness,"	speciousnesses
"
perineotomy,"	perineotomies
"
smudge,"	smudges
"
mutability,"	mutabilities
"
sagacity,"	sagacities
"
succourless,"	succourlesses
"
curableness,"	curablenesses
"
coldheartedness,"	coldheartednesses
"
myrtle,"	myrtles
"
religiosity,"	religiosities
"
parenthesis,"	parentheses
"
tonicity,"	tonicities
"
harlotry,"	harlotries
"
munchausen,"	munchausens
"
ditchmoss,"	ditchmosses
"
bangkok,"	bangkoks
"
reasonless,"	reasonlesses
"
fremontodendron,"	fremontodendrons
"
thickener,"	thickeners
"
boldness,"	boldnesses
"
musicianship,"	musicianships
"
hyperacidity,"	hyperacidities
"
stepsister,"	stepsisters
"
princess,"	princesses
"
haematocolpos,"	haematocolposs
"
joosy,"	joosies
"
trapezium,"	trapezia
"
duplicate,"	duplicates
"
grimly,"	grimlies
"
propitiousness,"	propitiousnesses
"
hawfinch,"	hawfinches
"
hazan,"	hazans
"
flavourless,"	flavourlesses
"
lightheartedness,"	lightheartednesses
"
hapless,"	haplesses
"
barefoot,"	barefeet
"
monochromacy,"	monochromacies
"
logginess,"	logginesses
"
monocytosis,"	monocytoses
"
castanopsis,"	castanopses
"
prefatory,"	prefatories
"
transit,"	transits
"
nonagon,"	nonagons
"
cauterization,"	cauterizations
"
eln,"	elns
"
jiggle,"	jiggles
"
penitence,"	penitences
"
hash,"	hashes
"
groovy,"	groovies
"
rectoplasty,"	rectoplasties
"
elderberry,"	elderberries
"
watteau,"	watteaux
"
angelology,"	angelologies
"
sis,"	ses
"
viziership,"	vizierships
"
sphynx,"	sphynges
"
meiosis,"	meioses
"
memorability,"	memorabilities
"
crookedness,"	crookednesses
"
igd,"	igds
"
bakery,"	bakeries
"
iontophoresis,"	iontophoreses
"
blush,"	blushes
"
sunlight,"	sunlights
"
champaign,"	champaigns
"
viciousness,"	viciousnesses
"
discontinuity,"	discontinuities
"
strictness,"	strictnesses
"
convector,"	convectors
"
greenfly,"	greenflies
"
illegibility,"	illegibilities
"
bress,"	bresses
"
mahogany,"	mahoganies
"
representative,"	representatives
"
invalidity,"	invalidities
"
limax,"	limaxes
"
mediocrity,"	mediocrities
"
minstrelsy,"	minstrelsies
"
priestess,"	priestesses
"
vantage,"	vantages
"
kraurosis,"	krauroses
"
perkiness,"	perkinesses
"
soberness,"	sobernesses
"
branchia,"	branchias
"
incorporeality,"	incorporealities
"
florescence,"	florescences
"
dangleberry,"	dangleberries
"
logy,"	logies
"
scotch,"	scotches
"
warehouseman,"	warehousemen
"
meddler,"	meddlers
"
buffoonery,"	buffooneries
"
meshugge,"	meshugges
"
prognosticator,"	prognosticators
"
snitch,"	snitches
"
insensibility,"	insensibilities
"
sgraffito,"	sgraffiti
"
saek,"	saeks
"
hotbox,"	hotboxes
"
genuineness,"	genuinenesses
"
dood,"	doods
"
collocate,"	collocates
"
verboseness,"	verbosenesses
"
boomer,"	boomers
"
stoneless,"	stonelesses
"
shetland,"	shetlands
"
dissoluteness,"	dissolutenesses
"
chalcocite,"	chalcocites
"
unchangeability,"	unchangeabilities
"
munch,"	munches
"
tuscany,"	tuscanies
"
immunohistochemistry,"	immunohistochemistries
"
aeolotropic,"	aeolotropics
"
serenity,"	serenities
"
beardless,"	beardlesses
"
hussy,"	hussies
"
incumbency,"	incumbencies
"
fuss,"	fusses
"
shyly,"	shylies
"
hypercellularity,"	hypercellularities
"
anthropology,"	anthropologies
"
acridity,"	acridities
"
antiquark,"	antiquarks
"
archidiskidon,"	archidiskidons
"
maleficent,"	maleficents
"
diabolatry,"	diabolatries
"
cavalla,"	cavallas
"
talentless,"	talentlesses
"
surveillance,"	surveillances
"
purulency,"	purulencies
"
sameness,"	samenesses
"
whimsicality,"	whimsicalities
"
ash,"	ashes
"
lagune,"	lagunes
"
joyousness,"	joyousnesses
"
inspirer,"	inspirers
"
substantiality,"	substantialities
"
stableness,"	stablenesses
"
complicity,"	complicities
"
appositeness,"	appositenesses
"
whap,"	whaps
"
aton,"	atons
"
tractability,"	tractabilities
"
aunty,"	aunties
"
rayless,"	raylesses
"
digestibility,"	digestibilities
"
murderousness,"	murderousnesses
